"id"	"rank"	"name"	"realm_name"	"realm_id"	"faction"	"gender"	"race"	"active_spec"	"class"	"rating"	"tier"	"games_won"	"games_lost"	"total_games"	"win_percentage"
106382988	1348	"Roopx"	"bleeding-hollow"	73	"alliance"	"Female"	"Human"	"Destruction"	"Warlock"	1956	208	90	79	169	53.3
194054903	1348	"Theelucyhunt"	"sargeras"	76	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	1956	208	258	248	506	51
220456856	1357	"Anberlinx"	"illidan"	57	"horde"	"Female"	"Orc"	"Restoration"	"Shaman"	1955	208	77	39	116	66.4
173160647	1357	"Heshe"	"moon-guard"	1365	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1955	208	63	35	98	64.3
153775489	1357	"Resto"	"crushridge"	107	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1955	208	47	28	75	62.7
188476350	1357	"Syaoram"	"azralon"	3209	"horde"	"Female"	"Orc"	"Arms"	"Warrior"	1955	208	108	65	173	62.4
191912495	1357	"Ryudot"	"sargeras"	76	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	1955	208	85	54	139	61.2
194119739	1357	"Wargoph"	"burning-legion"	102	"horde"	"Female"	"Orc"	"Arms"	"Warrior"	1955	208	82	53	135	60.7
102485624	1357	"Conjunction"	"azjolnerub"	121	"alliance"	"Female"	"Dwarf"	"Restoration"	"Shaman"	1955	208	38	25	63	60.3
194896347	1357	"Volbz"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1955	208	76	52	128	59.4
155419789	1357	"Alkyna"	"kelthuzad"	16	"alliance"	"Female"	"Human"	"Holy"	"Paladin"	1955	208	55	38	93	59.1
218641005	1357	"Darebear"	"kelthuzad"	16	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1955	208	106	74	180	58.9
225754041	1357	"Qatsi"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	1955	208	87	65	152	57.2
131699808	1357	"Lokai"	"lightbringer"	1	"alliance"	"Male"	"Night Elf"	"Discipline"	"Priest"	1955	208	316	284	600	52.7
194468734	1357	"Shadowp"	"shattered-halls"	1557	"alliance"	"Male"	"Dark Iron Dwarf"	"Discipline"	"Priest"	1955	208	273	246	519	52.6
171482026	1357	"Slyborg"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	1955	208	471	448	919	51.3
192143371	1357	"Kelnozz"	"sargeras"	76	"alliance"	"Male"	"Human"	"Assassination"	"Rogue"	1955	208	328	319	647	50.7
49122838	1357	"Disperse"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	1955	208	328	319	647	50.7
249633794	1373	"Fámika"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	1954	208	50	17	67	74.6
194839932	1373	"Plzbuffmw"	"sargeras"	76	"alliance"	"Female"	"Dwarf"	"Mistweaver"	"Monk"	1954	208	96	38	134	71.6
183830502	1373	"Mud"	"icecrown"	14	"horde"	"Female"	"Orc"	"Arms"	"Warrior"	1954	208	613	290	903	67.9
251235919	1373	"Chopt"	"zuljin"	61	"alliance"	"Male"	"Dark Iron Dwarf"	"Windwalker"	"Monk"	1954	208	52	29	81	64.2
158865167	1373	"Felz"	"illidan"	57	"horde"	"Male"	"Blood Elf"	"Havoc"	"Demon Hunter"	1954	208	57	35	92	62
223836998	1373	"Slamstein"	"illidan"	57	"horde"	"Male"	"Orc"	"Arms"	"Warrior"	1954	208	48	31	79	60.8
226713197	1373	"Wilky"	"tichondrius"	11	"horde"	"Male"	"Blood Elf"	"Havoc"	"Demon Hunter"	1954	208	56	38	94	59.6
191760241	1373	"Senseiww"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Windwalker"	"Monk"	1954	208	122	83	205	59.5
237694984	1373	"Bibliobibuli"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1954	208	351	245	596	58.9
194369288	1373	"Mørodox"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Beast Mastery"	"Hunter"	1954	208	87	61	148	58.8
189643244	1373	"Wodwarrior"	"sargeras"	76	"alliance"	"Female"	"Human"	"Arms"	"Warrior"	1954	208	93	66	159	58.5
222169771	1373	"Dreadlockqt"	"illidan"	57	"alliance"	"Female"	"Human"	"Affliction"	"Warlock"	1954	208	42	30	72	58.3
225083070	1373	"Justinele"	"illidan"	57	"alliance"	"Female"	"Dwarf"	"Elemental"	"Shaman"	1954	208	93	74	167	55.7
239420046	1373	"Synapqt"	"tichondrius"	11	"alliance"	"Male"	"Dwarf"	"Restoration"	"Shaman"	1954	208	220	177	397	55.4
231967264	1373	"Yellowpencil"	"area-52"	1566	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	1954	208	226	190	416	54.3
249814840	1373	"Böwme"	"zuljin"	61	"horde"	"test"	"test"	"test"	"test"	1954	208	84	108	192	43.8
231133996	1389	"Jfat"	"tichondrius"	11	"horde"	"Male"	"Orc"	"Restoration"	"Shaman"	1953	208	61	28	89	68.5
238684386	1389	"Judyfruity"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Discipline"	"Priest"	1953	208	106	52	158	67.1
193821612	1389	"Ribblex"	"sargeras"	76	"alliance"	"Male"	"Night Elf"	"Feral"	"Druid"	1953	208	47	28	75	62.7
238832119	1389	"Moxxyy"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Arms"	"Warrior"	1953	208	76	47	123	61.8
249845235	1389	"Irascible"	"stormrage"	60	"alliance"	"Male"	"Dwarf"	"Arms"	"Warrior"	1953	208	100	63	163	61.3
239979721	1389	"Dinosauer"	"tichondrius"	11	"horde"	"Male"	"Orc"	"Restoration"	"Shaman"	1953	208	106	67	173	61.3
238011299	1389	"Koupon"	"tichondrius"	11	"alliance"	"Male"	"Human"	"Survival"	"Hunter"	1953	208	138	88	226	61.1
247822952	1389	"Calluss"	"arthas"	69	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	1953	208	93	60	153	60.8
250278073	1389	"Nbayoungbolt"	"altar-of-storms"	1282	"alliance"	"Female"	"Dark Iron Dwarf"	"Destruction"	"Warlock"	1953	208	64	44	108	59.3
251227714	1389	"Mooassassin"	"stormrage"	60	"horde"	"Male"	"Tauren"	"Shadow"	"Priest"	1953	208	189	139	328	57.6
237966975	1389	"Itzgoonie"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1953	208	213	160	373	57.1
238127340	1389	"Qenq"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	1953	208	329	251	580	56.7
197708579	1389	"Zhivae"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Unholy"	"Death Knight"	1953	208	62	49	111	55.9
231805638	1389	"Brulic"	"tichondrius"	11	"horde"	"Male"	"Orc"	"Elemental"	"Shaman"	1953	208	98	81	179	54.7
180096063	1389	"Bastÿ"	"area-52"	1566	"horde"	"Female"	"Blood Elf"	"Marksmanship"	"Hunter"	1953	208	88	74	162	54.3
247428814	1389	"Bellaelle"	"stormrage"	60	"alliance"	"Female"	"Human"	"Discipline"	"Priest"	1953	208	212	183	395	53.7
190272237	1405	"Íllidaddy"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1952	208	50	28	78	64.1
224260552	1405	"Iån"	"dalaran"	66	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1952	208	54	31	85	63.5
249916449	1405	"Orphansmith"	"bleeding-hollow"	73	"alliance"	"Female"	"Human"	"Windwalker"	"Monk"	1952	208	64	37	101	63.4
192129390	1405	"Sundey"	"emerald-dream"	162	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	1952	208	94	57	151	62.3
239693512	1405	"Hasbihlla"	"tichondrius"	11	"alliance"	"Male"	"Dwarf"	"Affliction"	"Warlock"	1952	208	80	50	130	61.5
151930257	1405	"Brolwitzki"	"area-52"	1566	"horde"	"Male"	"Tauren"	"Restoration"	"Druid"	1952	208	79	56	135	58.5
249500514	1405	"Jayzcgos"	"stormrage"	60	"alliance"	"Male"	"Dark Iron Dwarf"	"Unholy"	"Death Knight"	1952	208	72	52	124	58.1
184796537	1405	"Florescence"	"tichondrius"	11	"alliance"	"test"	"test"	"test"	"test"	1952	208	50	38	88	56.8
132883122	1405	"Leat"	"hyjal"	6	"horde"	"Male"	"Troll"	"Restoration"	"Druid"	1952	208	107	88	195	54.9
175181453	1405	"Coutoabeurre"	"sargeras"	76	"alliance"	"Male"	"Night Elf"	"Assassination"	"Rogue"	1952	208	146	123	269	54.3
202476037	1415	"Senx"	"frostmourne"	3725	"horde"	"Female"	"Orc"	"Demonology"	"Warlock"	1951	208	46	25	71	64.8
156915112	1415	"Bluntsxd"	"kelthuzad"	16	"horde"	"Female"	"Orc"	"Elemental"	"Shaman"	1951	208	69	38	107	64.5
235507187	1415	"Healyolol"	"tichondrius"	11	"horde"	"Female"	"Undead"	"Shadow"	"Priest"	1951	208	63	35	98	64.3
251327671	1415	"Chainsawz"	"zuljin"	61	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1951	208	46	27	73	63
235679249	1415	"Sapnocap"	"area-52"	1566	"horde"	"Male"	"Orc"	"Subtlety"	"Rogue"	1951	208	118	72	190	62.1
231830284	1415	"Blasanga"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Restoration"	"Shaman"	1951	208	63	39	102	61.8
193203835	1415	"Hatemk"	"sargeras"	76	"horde"	"Female"	"Orc"	"Mistweaver"	"Monk"	1951	208	61	40	101	60.4
237041458	1415	"Praggers"	"proudmoore"	5	"alliance"	"Female"	"Void Elf"	"Mistweaver"	"Monk"	1951	208	49	33	82	59.8
237674527	1415	"Ztcw"	"tichondrius"	11	"alliance"	"Male"	"Human"	"Arms"	"Warrior"	1951	208	181	122	303	59.7
250980312	1415	"Kronie"	"malfurion"	1132	"horde"	"Male"	"Orc"	"Arms"	"Warrior"	1951	208	42	29	71	59.2
232205690	1415	"Dontsleepx"	"kelthuzad"	16	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	1951	208	309	218	527	58.6
194927819	1415	"Stunsilence"	"sargeras"	76	"horde"	"Female"	"Orc"	"Shadow"	"Priest"	1951	208	271	192	463	58.5
249912599	1415	"Volpasaur"	"stormrage"	60	"alliance"	"Female"	"Human"	"Survival"	"Hunter"	1951	208	213	154	367	58
180147580	1415	"Corcovado"	"bleeding-hollow"	73	"horde"	"Male"	"Zandalari Troll"	"Restoration"	"Druid"	1951	208	59	43	102	57.8
158435082	1415	"Drektorath"	"bleeding-hollow"	73	"horde"	"Male"	"Orc"	"Beast Mastery"	"Hunter"	1951	208	59	43	102	57.8
239187717	1415	"Nuqipq"	"tichondrius"	11	"horde"	"Male"	"Orc"	"Arms"	"Warrior"	1951	208	189	139	328	57.6
232679133	1415	"Orangetree"	"area-52"	1566	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1951	208	150	122	272	55.1
245565832	1415	"Titanforge"	"stormrage"	60	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	1951	208	112	92	204	54.9
239290076	1415	"Unluckyxd"	"tichondrius"	11	"horde"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	1951	208	91	75	166	54.8
177630994	1415	"Apollo"	"dalaran"	66	"alliance"	"Male"	"Human"	"Arms"	"Warrior"	1951	208	127	117	244	52
202939021	1435	"Bigzip"	"barthilas"	3723	"alliance"	"Female"	"Dwarf"	"Elemental"	"Shaman"	1950	208	52	9	61	85.2
167407559	1435	"Spaidzz"	"malganis"	59	"horde"	"Female"	"Orc"	"Unholy"	"Death Knight"	1950	208	47	19	66	71.2
216467876	1435	"Gentlewoman"	"ragnaros"	1427	"horde"	"Female"	"Undead"	"Discipline"	"Priest"	1950	208	61	26	87	70.1
250002714	1435	"Tìktokgürü"	"stormrage"	60	"horde"	"Female"	"Orc"	"Frost"	"Death Knight"	1950	208	102	49	151	67.5
167077428	1435	"Solit"	"illidan"	57	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	1950	208	65	32	97	67
227272889	1435	"Soltyx"	"area-52"	1566	"horde"	"Female"	"Orc"	"Assassination"	"Rogue"	1950	208	46	23	69	66.7
174446466	1435	"Iguessimfine"	"shadow-council"	125	"horde"	"Female"	"Dracthyr"	"Devastation"	"Evoker"	1950	208	104	55	159	65.4
225224922	1435	"Ballinz"	"illidan"	57	"alliance"	"Male"	"Night Elf"	"Assassination"	"Rogue"	1950	208	74	43	117	63.2
239460445	1435	"Pineappledûe"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1950	208	50	30	80	62.5
194176409	1435	"Ringofpeace"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Mistweaver"	"Monk"	1950	208	86	53	139	61.9
230842327	1435	"Felny"	"malganis"	59	"horde"	"Female"	"Troll"	"Balance"	"Druid"	1950	208	45	28	73	61.6
192917603	1435	"Tigerlady"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1950	208	213	138	351	60.7
162977468	1435	"Ehtend"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1950	208	138	90	228	60.5
231359175	1435	"Nkalligator"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Affliction"	"Warlock"	1950	208	102	68	170	60
250319542	1435	"Irollfastest"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1950	208	75	50	125	60
202143430	1435	"Adrizzyx"	"barthilas"	3723	"horde"	"Male"	"Tauren"	"Holy"	"Paladin"	1950	208	70	47	117	59.8
221333223	1435	"Cracked"	"hellscream"	53	"alliance"	"Female"	"Night Elf"	"Feral"	"Druid"	1950	208	66	46	112	58.9
238465710	1435	"Faynn"	"tichondrius"	11	"alliance"	"Male"	"Night Elf"	"Discipline"	"Priest"	1950	208	53	37	90	58.9
234371510	1435	"Evoketage"	"malganis"	59	"horde"	"Male"	"Dracthyr"	"Preservation"	"Evoker"	1950	208	140	101	241	58.1
170645918	1435	"Selath"	"ragnaros"	1427	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	1950	208	213	158	371	57.4
239424806	1435	"Camillion"	"tichondrius"	11	"alliance"	"Female"	"Dark Iron Dwarf"	"Mistweaver"	"Monk"	1950	208	43	32	75	57.3
187512774	1435	"Owaken"	"illidan"	57	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	1950	208	203	155	358	56.7
209881493	1435	"Motate"	"malganis"	59	"horde"	"Male"	"Troll"	"Restoration"	"Druid"	1950	208	264	204	468	56.4
194229712	1435	"Memeheadd"	"sargeras"	76	"alliance"	"Female"	"Dark Iron Dwarf"	"Arms"	"Warrior"	1950	208	216	172	388	55.7
177971837	1435	"Nelfsp"	"darkspear"	120	"alliance"	"Female"	"Night Elf"	"Shadow"	"Priest"	1950	208	89	72	161	55.3
88315131	1435	"Abow"	"illidan"	57	"horde"	"Female"	"Orc"	"Beast Mastery"	"Hunter"	1950	208	297	245	542	54.8
171507777	1435	"Luciano"	"blackwater-raiders"	1347	"alliance"	"Female"	"Human"	"Marksmanship"	"Hunter"	1950	208	192	164	356	53.9
230318395	1435	"Kjng"	"proudmoore"	5	"alliance"	"Male"	"Human"	"Unholy"	"Death Knight"	1950	208	167	145	312	53.5
154986619	1435	"Azorahai"	"azralon"	3209	"horde"	"Male"	"Blood Elf"	"Havoc"	"Demon Hunter"	1950	208	72	65	137	52.6
224278598	1464	"Speedey"	"illidan"	57	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	1949	4	61	19	80	76.2
247058187	1464	"Shrigzz"	"bleeding-hollow"	73	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1949	4	41	14	55	74.5
235037352	1464	"Continuation"	"area-52"	1566	"horde"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	1949	4	81	30	111	73
194382637	1464	"Bagofdope"	"sargeras"	76	"alliance"	"Female"	"Human"	"Unholy"	"Death Knight"	1949	208	72	31	103	69.9
238047466	1464	"Keomdae"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Unholy"	"Death Knight"	1949	4	52	24	76	68.4
234379039	1464	"Dragondamger"	"malganis"	59	"alliance"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	1949	4	54	28	82	65.9
173213138	1464	"Plenipotent"	"moon-guard"	1365	"alliance"	"Female"	"Human"	"Discipline"	"Priest"	1949	208	72	38	110	65.5
202788984	1464	"Boonchu"	"frostmourne"	3725	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1949	208	54	30	84	64.3
238810133	1464	"Letmecastpls"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Demonology"	"Warlock"	1949	4	50	30	80	62.5
238173724	1464	"Liljonx"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Assassination"	"Rogue"	1949	208	104	64	168	61.9
194544823	1464	"Dontreehouse"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1949	4	67	43	110	60.9
153772754	1464	"Kreayshawn"	"bladefist"	1353	"alliance"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	1949	4	141	96	237	59.5
199269093	1464	"Huntmon"	"nemesis"	3208	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	1949	208	88	63	151	58.3
178272607	1464	"Fsgx"	"darkspear"	120	"alliance"	"test"	"test"	"test"	"test"	1949	208	147	120	267	55.1
238788057	1478	"Shouri"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1948	4	41	9	50	82
178417184	1478	"Chichi"	"korgath"	1146	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	1948	208	40	13	53	75.5
194244915	1478	"Felpson"	"azralon"	3209	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	1948	4	40	17	57	70.2
226845260	1478	"Disabled"	"icecrown"	14	"horde"	"Male"	"Undead"	"Arms"	"Warrior"	1948	4	198	93	291	68
239264516	1478	"Ieroy"	"tichondrius"	11	"horde"	"Male"	"Blood Elf"	"Havoc"	"Demon Hunter"	1948	208	74	37	111	66.7
192204434	1478	"Stylebenderx"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Mistweaver"	"Monk"	1948	4	36	21	57	63.2
236113360	1478	"Wildin"	"duskwood"	1258	"alliance"	"Female"	"Night Elf"	"Balance"	"Druid"	1948	208	78	47	125	62.4
235854983	1478	"Zlateral"	"malganis"	59	"alliance"	"Male"	"Dwarf"	"Elemental"	"Shaman"	1948	4	91	55	146	62.3
249959326	1478	"Bornoh"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1948	208	68	49	117	58.1
235694091	1478	"Cpc"	"kelthuzad"	16	"alliance"	"Male"	"Night Elf"	"Subtlety"	"Rogue"	1948	208	54	39	93	58.1
221885198	1478	"Iceninekillr"	"illidan"	57	"horde"	"Male"	"Undead"	"Arcane"	"Mage"	1948	208	54	39	93	58.1
239586917	1478	"Tpc"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	1948	4	154	112	266	57.9
204908159	1478	"Lad"	"bleeding-hollow"	73	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	1948	208	46	36	82	56.1
197487241	1478	"Lilfernz"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Windwalker"	"Monk"	1948	208	155	130	285	54.4
251370080	1478	"Çrack"	"bleeding-hollow"	73	"alliance"	"Male"	"Dark Iron Dwarf"	"Arms"	"Warrior"	1948	4	264	236	500	52.8
240048445	1493	"Rúbybest"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	1947	208	56	22	78	71.8
192739010	1493	"Darkk"	"azralon"	3209	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1947	4	68	34	102	66.7
202126292	1493	"Xxo"	"frostmourne"	3725	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	1947	4	64	34	98	65.3
248335270	1493	"Fredsmithjr"	"bleeding-hollow"	73	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1947	208	80	44	124	64.5
200825438	1493	"Woggitie"	"jubeithos"	3736	"alliance"	"Female"	"Night Elf"	"Mistweaver"	"Monk"	1947	4	469	297	766	61.2
239894404	1493	"Mengniulol"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1947	4	124	79	203	61.1
233110134	1493	"Synkrona"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Restoration"	"Shaman"	1947	208	125	84	209	59.8
197018419	1493	"Heeroh"	"bleeding-hollow"	73	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	1947	4	271	224	495	54.7
233135841	1493	"Primael"	"tichondrius"	11	"horde"	"Female"	"Undead"	"Discipline"	"Priest"	1947	208	101	84	185	54.6
240108793	1493	"Xgrandmaster"	"tichondrius"	11	"alliance"	"Male"	"Dark Iron Dwarf"	"Mistweaver"	"Monk"	1947	208	57	48	105	54.3
175096615	1503	"Ironcal"	"stormscale"	110	"alliance"	"Male"	"Dark Iron Dwarf"	"Mistweaver"	"Monk"	1946	4	54	14	68	79.4
194757414	1503	"Fidgtspinner"	"sargeras"	76	"alliance"	"Female"	"Dark Iron Dwarf"	"Windwalker"	"Monk"	1946	4	53	25	78	67.9
189685778	1503	"Lolá"	"tichondrius"	11	"horde"	"Female"	"Blood Elf"	"Holy"	"Priest"	1946	208	78	39	117	66.7
232510724	1503	"Mollyy"	"area-52"	1566	"horde"	"Female"	"Orc"	"Demonology"	"Warlock"	1946	4	38	19	57	66.7
179358105	1503	"Bobthehefty"	"area-52"	1566	"horde"	"Male"	"Tauren"	"Balance"	"Druid"	1946	208	55	34	89	61.8
186522467	1503	"Solöw"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Destruction"	"Warlock"	1946	208	85	63	148	57.4
235292907	1503	"Cmhdrood"	"area-52"	1566	"alliance"	"Female"	"Night Elf"	"Feral"	"Druid"	1946	208	97	82	179	54.2
195043020	1510	"Kickthesun"	"sargeras"	76	"alliance"	"Female"	"Dark Iron Dwarf"	"Mistweaver"	"Monk"	1945	4	50	15	65	76.9
225633872	1510	"Scripture"	"stormreaver"	58	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	1945	208	53	16	69	76.8
251132283	1510	"Fuji"	"grizzly-hills"	1579	"alliance"	"Male"	"Night Elf"	"Feral"	"Druid"	1945	208	109	55	164	66.5
234438557	1510	"Ibonevoyagel"	"malganis"	59	"alliance"	"Male"	"Dracthyr"	"Preservation"	"Evoker"	1945	208	55	28	83	66.3
174973249	1510	"Lesaelia"	"moon-guard"	1365	"alliance"	"Female"	"Night Elf"	"Mistweaver"	"Monk"	1945	208	85	44	129	65.9
239359429	1510	"Illysse"	"tichondrius"	11	"horde"	"Female"	"Blood Elf"	"Unholy"	"Death Knight"	1945	4	78	49	127	61.4
231371009	1510	"Demonicxs"	"area-52"	1566	"horde"	"Female"	"Orc"	"Destruction"	"Warlock"	1945	208	78	50	128	60.9
202140791	1510	"Erlidd"	"frostmourne"	3725	"alliance"	"Male"	"Human"	"Beast Mastery"	"Hunter"	1945	4	162	117	279	58.1
235873080	1510	"Kessemak"	"malganis"	59	"alliance"	"Female"	"Dark Iron Dwarf"	"Discipline"	"Priest"	1945	208	187	138	325	57.5
246212281	1510	"Riiccflaiir"	"stormrage"	60	"alliance"	"Male"	"Night Elf"	"Restoration"	"Druid"	1945	208	98	78	176	55.7
250500075	1520	"Snartx"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1944	4	44	12	56	78.6
235060471	1520	"Peekabrew"	"malganis"	59	"alliance"	"Male"	"Dark Iron Dwarf"	"Mistweaver"	"Monk"	1944	4	39	11	50	78
240093886	1520	"Juicechanel"	"tichondrius"	11	"alliance"	"Female"	"Gnome"	"Frost"	"Mage"	1944	208	55	20	75	73.3
251359729	1520	"Petnosmart"	"stormrage"	60	"alliance"	"Male"	"Dark Iron Dwarf"	"Demonology"	"Warlock"	1944	208	65	37	102	63.7
194218723	1520	"Khàìmèrà"	"tichondrius"	11	"horde"	"Male"	"Blood Elf"	"Havoc"	"Demon Hunter"	1944	4	35	23	58	60.3
194840083	1520	"Raydyn"	"sargeras"	76	"alliance"	"Male"	"Human"	"Mistweaver"	"Monk"	1944	4	80	53	133	60.2
202796128	1520	"Silkyslice"	"frostmourne"	3725	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1944	208	54	36	90	60
151039035	1520	"Riproarin"	"stormrage"	60	"alliance"	"Male"	"Human"	"Fury"	"Warrior"	1944	208	58	39	97	59.8
224793879	1520	"Rehearsal"	"illidan"	57	"alliance"	"Female"	"Human"	"Marksmanship"	"Hunter"	1944	208	84	58	142	59.2
235320485	1520	"Tmnaarcanttv"	"tichondrius"	11	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	1944	208	256	188	444	57.7
193668792	1520	"Chillella"	"sargeras"	76	"alliance"	"Female"	"Human"	"Discipline"	"Priest"	1944	208	141	107	248	56.9
250003721	1520	"Dèrek"	"stormrage"	60	"horde"	"Female"	"Blood Elf"	"Discipline"	"Priest"	1944	208	103	82	185	55.7
237168230	1520	"Apeinjungle"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Assassination"	"Rogue"	1944	208	233	186	419	55.6
167649941	1520	"Purp"	"vashj"	1348	"alliance"	"Female"	"Void Elf"	"Affliction"	"Warlock"	1944	208	164	139	303	54.1
250483457	1520	"Købe"	"bleeding-hollow"	73	"alliance"	"Female"	"Mechagnome"	"Unholy"	"Death Knight"	1944	208	81	71	152	53.3
251194627	1520	"Stasso"	"stormrage"	60	"alliance"	"Male"	"Night Elf"	"Subtlety"	"Rogue"	1944	4	247	218	465	53.1
250552853	1520	"Lîps"	"zuljin"	61	"alliance"	"Female"	"Night Elf"	"Shadow"	"Priest"	1944	4	262	235	497	52.7
191903273	1520	"Ritzzy"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Windwalker"	"Monk"	1944	4	204	192	396	51.5
235095795	1520	"Gódsfather"	"kelthuzad"	16	"alliance"	"Female"	"Night Elf"	"Frost"	"Mage"	1944	208	56	53	109	51.4
245479349	1539	"Dzdh"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	1943	208	53	19	72	73.6
239023365	1539	"Swigidy"	"tichondrius"	11	"horde"	"Male"	"Dracthyr"	"Preservation"	"Evoker"	1943	208	49	19	68	72.1
239926927	1539	"Frozasensei"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	1943	4	74	40	114	64.9
239820180	1539	"Sèasons"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	1943	4	68	38	106	64.2
251238739	1539	"Coldkill"	"bleeding-hollow"	73	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	1943	4	425	261	686	62
230705424	1539	"Ptdirtydan"	"tichondrius"	11	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	1943	4	131	85	216	60.6
247052815	1539	"Legzz"	"bleeding-hollow"	73	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	1943	4	99	81	180	55
250337134	1539	"Kfcdh"	"arthas"	69	"horde"	"Male"	"Blood Elf"	"Havoc"	"Demon Hunter"	1943	4	143	118	261	54.8
